variant,entry_mode,return,max_drawdown,trade_count,gross_closed_pnl,net_closed_pnl,profit_factor,avg_winner,avg_loser,expectancy_per_trade,avg_R_realized,remove_best_trade_net,mfe_capture_ratio,take_R,trail_atr,stop_atr,breakout_lookback,winner_loser_ratio,return_over_dd
PC_TK12_TR2.4_ST2.0_BL18,chase,0.025184066074132483,-0.008155544838062578,16,263.46453926098627,254.4461292609863,4.707645194071224,64.6147101389819,-6.238856493993027,15.902883078811644,2.51930734830732,133.277327705212,-16.133900199645836,12.0,2.4,2.0,18,10.356819426956694,3.0879685630071503
PC_TK12_TR2.8_ST2.0_BL18,chase,0.025184066074132483,-0.008155544838062578,16,263.46453926098627,254.4461292609863,4.707645194071224,64.6147101389819,-6.238856493993027,15.902883078811644,2.51930734830732,133.277327705212,-16.133900199645836,12.0,2.8,2.0,18,10.356819426956694,3.0879685630071503
PC_TK14_TR2.0_ST2.0_BL18,chase,0.02500250797552317,-0.008130950921301783,15,263.22125147100314,252.491197051003,4.848630987471601,63.619330929389356,-6.560545759594371,16.83274647006687,2.718985181176622,111.07350416093306,-16.518275298235064,14.0,2.0,2.0,18,9.697261974943201,3.0749795709651404
PC_TK14_TR2.4_ST2.0_BL18,chase,0.02500250797552317,-0.008130950921301783,15,263.22125147100314,252.491197051003,4.848630987471601,63.619330929389356,-6.560545759594371,16.83274647006687,2.718985181176622,111.07350416093306,-16.518275298235064,14.0,2.4,2.0,18,9.697261974943201,3.0749795709651404
PC_TK14_TR2.8_ST2.0_BL18,chase,0.02500250797552317,-0.008130950921301783,15,263.22125147100314,252.491197051003,4.848630987471601,63.619330929389356,-6.560545759594371,16.83274647006687,2.718985181176622,111.07350416093306,-16.518275298235064,14.0,2.8,2.0,18,9.697261974943201,3.0749795709651404
PC_TK12_TR2.0_ST2.4_BL12,chase,0.024241594666577715,-0.005945743699769412,15,256.22743889025594,245.11822550525588,4.06708748726978,65.00742296996694,-7.991888934457883,16.341215033683724,2.2167693403071587,99.63553764832689,-2.440316994978315,12.0,2.0,2.4,12,8.13417497453956,4.077134146821339
PC_TK12_TR2.0_ST2.4_BL15,chase,0.024241594666577715,-0.005945743699769412,15,256.22743889025594,245.11822550525588,4.06708748726978,65.00742296996694,-7.991888934457883,16.341215033683724,2.2167693403071587,99.63553764832689,-2.440316994978315,12.0,2.0,2.4,15,8.13417497453956,4.077134146821339
PC_TK12_TR2.4_ST2.4_BL12,chase,0.024241594666577715,-0.005945743699769412,15,256.22743889025594,245.11822550525588,4.06708748726978,65.00742296996694,-7.991888934457883,16.341215033683724,2.2167693403071587,99.63553764832689,-2.440316994978315,12.0,2.4,2.4,12,8.13417497453956,4.077134146821339
PC_TK12_TR2.4_ST2.4_BL15,chase,0.024241594666577715,-0.005945743699769412,15,256.22743889025594,245.11822550525588,4.06708748726978,65.00742296996694,-7.991888934457883,16.341215033683724,2.2167693403071587,99.63553764832689,-2.440316994978315,12.0,2.4,2.4,15,8.13417497453956,4.077134146821339
PC_TK12_TR2.8_ST2.4_BL12,chase,0.024241594666577715,-0.005945743699769412,15,256.22743889025594,245.11822550525588,4.06708748726978,65.00742296996694,-7.991888934457883,16.341215033683724,2.2167693403071587,99.63553764832689,-2.440316994978315,12.0,2.8,2.4,12,8.13417497453956,4.077134146821339
